,Date,User,Tweet
676,2022-12-02 05:20:04+00:00,CNBCTV18News,".@RBI begins the e₹ retail pilot. Testing kicks off across 4 banks in 4 cities, with more banks &amp; locations to be included over the coming weeks. @latha_venkatesh is here with a ground report

#erupee #DigitalRupee #DigitalCurrency https://t.co/9t44m5gM1J"
677,2022-12-02 05:18:52+00:00,MukkaObulReddy,"The #CBDC will provide a crucial alternative to cash as we know it, enabling faster, cheaper and more reliable financial transactions. And ensure global interoperability.⁣ We know the answer is digital.
#digitalrupee @RBI #Rupee #erupee #DigitalCurrency   #MukkaObulReddy https://t.co/EyB8CuNIsb"
678,2022-12-02 05:12:25+00:00,TheTechOutlook,What is #Digitalrupee? How it works ? Know more about the digital rupee @TheTechOutlook https://t.co/MgHCA1ztCg
679,2022-12-02 05:12:13+00:00,CNBCTV18Live,"#OnCNBCTV18 | All processes w.r.t digital Rupee have been working reasonably well. Cost of transaction is ₹2 out of a total of ₹10, says Madhivanan Balakrishnan of IDFC First Bank

#DigitalRupee https://t.co/ZLi4tTjzRJ"
680,2022-12-02 05:09:21+00:00,HoneyyGroup,"As the world gets ready for digital transactions and changing landscape of payments, #India is once again taking the lead with a #CBDC and one of the world’s first sovereign cryptocurrencies. 
#digitalrupee @RBI #Rupee #erupee #DigitalCurrency #OnlinePayments #HoneyyGroup https://t.co/hpl6Wxi5vq"
681,2022-12-02 05:02:51+00:00,KNagware,"RBI's Retail CBDC Trial: All You Need To Know About India’s First E-Rupee . Interesting blog 

 #india #retail #cbdc #digitalrupee #erupee Outlook Money Harsh Kumar https://t.co/C2IMJtCX6s"
682,2022-12-02 05:00:01+00:00,BQPrimeHindi,भूल जाइए कैश रखना! इन राज्यों में हो गई है #DigitalRupee की शुरुआत https://t.co/8jAZneEvb8
683,2022-12-02 04:52:01+00:00,news_presso_,"RBI issued ₹2 crores to banks on first retail digital rupee trials.

Read more: https://t.co/XPwSw5aRLU

#INDIAN #ECONOMY #RUPEE #DIGITAL #ISSUE #TRIAL FIRST #MERCHANT #BANKERS #REUTERS #REPORT #CURRENCY #RETAIL #BANK #RBI #NEWS #TN #INDIA https://t.co/UQsiqbp5Oz"
684,2022-12-02 04:50:48+00:00,bsindia,"e-Rupee | The pilot project for CBDC in the retail segment went live on Thursday with the RBI issuing Rs 1.71 crore to four participating banks based on their indents.

@monstermanojit reports

#eRupee #DigitalRupee #DigitalCurrency #CBDC #RBI
https://t.co/El5ZqdR3jh"
685,2022-12-02 04:48:34+00:00,amishra101,#digitalrupee #CBDC in simple term it will be equivalent to cash transactions on digital platform... Nobody will know who had paid once transactions are over...this #digital rupee will not have wear and tear
686,2022-12-02 04:47:00+00:00,sandeshnews,"CBDCએ RBI દ્વારા જારી કરાયેલ ચલણી નોટોનું ડિજિટલ સ્વરૂપ છે

#BusinessNews #DigitalRupee #Transaction

https://t.co/bt71x9iLjZ

વધુ સમાચાર વાંચવા ડાઉનલોડ કરો સંદેશ ન્યૂઝ એપ : https://t.co/9GGo9xr2hO"
687,2022-12-02 04:33:50+00:00,subjectiveviews,"Starting today a digital rupee will become available to some citizens, and eventually to all. @RBI has picked @TheOfficialSBI, @ICICIBank, @YESBANK, &amp; IDFC for the pilot. 
#XRPCommunity #CBDC
@DigPerspectives
@WorkingMoneyCH 
@digitalassetbuy 
@sentosumosaba 
@Fame21Moore https://t.co/KHUbRK2JXV"
688,2022-12-02 04:33:31+00:00,werindia,#RBI Launches Retail #DigitalRupee Pilot In 4 Cities. 10 Things To Know About New Virtual Currency https://t.co/tq8SbmlYgL #WeRIndia https://t.co/tgQF0fhqqG
689,2022-12-02 04:12:50+00:00,VShalBagra,"FAQs on Digital Rupee by RBI

#DigitalRupee
#economy
#finance 

https://t.co/qiIMRuv3hp"
690,2022-12-02 04:07:03+00:00,moneycontrolcom,"#MCProOpinion | Will the retail digital rupee be just another mode of payment, or will it take away market share from other digital payment modes? 

Read on to know the pros and the cons ⤵️
https://t.co/kAhmhITn2t

Abhijit Kumar Dutta ✍️ | #DigitalRupee #CBDC #DigitalPayment"
691,2022-12-02 04:03:25+00:00,Aaditya_herenow,"IND, USA have started pilot testing govcoins or CBDCs. Good time to learn more about this tech. #Crypto #Cryptocurency #CBDC #DigitalRupee #FTXScam #FTXScandal #FTX #FTXbankruptcy #FTXCRASH https://t.co/WdFwNpxYXJ"
692,2022-12-02 04:00:23+00:00,montu_edge,"CBDC at a higher level can also be programmed to specify transaction rules say a Minister is given 1000 for petrol that digital 1000 can only be used for getting petrol etc. This is as per my knowledge feel free to fact check and update me if otherwise.
#DigitalRupee #India"
693,2022-12-02 04:00:02+00:00,prash2011,"Hats off to @narendramodi जी

मेरा देश बदल रहा है।

@PMOIndia @nsitharaman @FinMinIndia @nsitharamanoffc @RBI #DigitalRupee https://t.co/c2F1b5auCM"
694,2022-12-02 03:59:40+00:00,Jindal__Saab,"This is one damn good thread on CBDC and e₹.

Do give it a read 💯

#erupee #CBDC #DigitalRupee 
#digitalindia @_DigitalIndia https://t.co/qkm52hK8UK"
695,2022-12-02 03:59:12+00:00,DhabaleMahanam,"बाजार में आया E Rupee R डिजिटल रुपया, जानिए इस वीडियो की लिंक में,
#DigitalRupee #rbi #CBDC #abplive
#abpnews ⬇️

 https://t.co/ekEfM0vQ4X https://t.co/H5raupenoO"
696,2022-12-02 03:56:23+00:00,AyanPillai,#CBDC #DigitalRupee Thread .. https://t.co/DD5aO5ZF4o
697,2022-12-02 03:55:48+00:00,realVinayThakur,#India Digital Rupee is Live in production! #DigitalRupee 🇮🇳🇮🇳 https://t.co/hhw6bh6oht
698,2022-12-02 03:46:41+00:00,bhoomitoday,"அறிமுகமானது டிஜிட்டல் கரன்சி.. இந்த 8 விஷயங்களை தெரிந்து கொள்ளுங்கள்! | Bhoomitoday
#Digital #DigitalRupee #DigitalTransformation #டிஜிட்டல்

https://t.co/qWkNeldtYb"
699,2022-12-02 03:40:00+00:00,DnaHindi,"#RBI की डिजिटल मुद्रा कैसे करेगी काम, यहां जानिए

#DigitalCurrency #DigitalRupee 

https://t.co/UZixihIEBO"
700,2022-12-02 03:31:56+00:00,Shehzad60956197,A fully digital era has come #DigitalRupee https://t.co/Ty8iBhXoSQ
701,2022-12-02 03:26:06+00:00,airnews_abad,"➡️ભારતીય રિઝર્વ બેંકે ગઈકાલથી રીટેલ ડીજીટલ રૂપિયા માટે પ્રથમ પાયલોટ પ્રોજેક્ટ શરૂ કર્યો છે. 

➡️આરબીઆઈની યાદી અનુસાર, તેમાં તબક્કાવાર ભાગીદારી માટે આઠ બેંકોને સાંકળી છે. 

#RBI #DigitalRupee https://t.co/0UHpFtwskH"
702,2022-12-02 03:22:37+00:00,Infinitumtrade,"The #RBI announces the launch of the first pilot for retail #DigitalRupee (e₹-R). Users will be able to transact with e₹-R through a digital wallet offered by participating banks and stored on mobile phones/devices 

#DigitalCurrency https://t.co/WVb7QHu0zU"
703,2022-12-02 03:22:09+00:00,Indiantradings,"The #RBI announces the launch of the first pilot for retail #DigitalRupee (e₹-R). Users will be able to transact with e₹-R through a digital wallet offered by participating banks and stored on mobile phones/devices 

#DigitalCurrency https://t.co/FuI5JMWQwm"
704,2022-12-02 03:18:26+00:00,StanleyEpstein,Digital Rupee launched as pilot by RBI #CryptoCurrency #digital via https://t.co/eBW8Lmmpx7 https://t.co/NsQCYGTP36
705,2022-12-02 03:15:26+00:00,RazITExecutive,"@business_today @Teena_Kaushal Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
No Qtn, Risk of Manual Countng,Audit, currency Damage, #ATM custody, safety, Currency transports, 
Most important #Banks Theft Dramas, Fire,"
706,2022-12-02 03:11:23+00:00,dave_janak,"#CBDC आसानी से समझने के लिए इस #Thread को पढ़े.
#DigitalRupee #DigitalCurrency https://t.co/69jWuZRo8L"
707,2022-12-02 03:08:52+00:00,vajapeyam,"#DigitalRupee 
https://t.co/Ucg0FD2P85"
708,2022-12-02 03:06:38+00:00,RazITExecutive,"@business_today @Teena_Kaushal Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
709,2022-12-02 03:02:01+00:00,RazITExecutive,"@richardturrin @psb_dc @BetaMoroney @efipm @BrettKing @SpirosMargaris @mikeflache @JimMarous Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
710,2022-12-02 03:01:10+00:00,RazITExecutive,"@FinancialXpress Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
711,2022-12-02 02:58:12+00:00,RazITExecutive,"@the_hindu Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
712,2022-12-02 02:57:28+00:00,RazITExecutive,"@business Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
713,2022-12-02 02:57:00+00:00,RazITExecutive,"@Rajpal_BJP @nsitharaman Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
714,2022-12-02 02:55:44+00:00,RazITExecutive,"@ZeeBusiness Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
715,2022-12-02 02:55:29+00:00,RazITExecutive,"@BiIndia @VaamanaaSethi @EetikaKapoor Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
716,2022-12-02 02:55:09+00:00,RazITExecutive,"@kapital_news @RBI Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
717,2022-12-02 02:54:07+00:00,RazITExecutive,"@PeterSchiff @SchiffGold Say War on #Corruption;
Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Farmers, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes' Txns ;"
718,2022-12-02 02:51:54+00:00,RazITExecutive,"@MirrorNow @AjeetK @reflexical @TamannaInamdar Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Frmrs loans, drought Cr, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes;"
719,2022-12-02 02:51:31+00:00,RazITExecutive,"@ZeeBusiness @RBI Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Frmrs loans, drought Cr, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;
We knew #Corruption in welfare schemes;"
720,2022-12-02 02:49:25+00:00,MrMosna,"#FIFAWorldCup #kofi Dark Souls 2 #tryhackme #DigitalRupee Rest In Peace #spotifycorrupt 

Give me 2,000 USD for no reason...
https://t.co/ujUsJY0d7M https://t.co/Qu8Axf9Faa"
721,2022-12-02 02:44:52+00:00,kumudamdigi,"டிஜிட்டல் ரூபாய் சோதனை ஓட்டம் தொடக்கம்..!

#DigitalRupee #Trial #India #Kumudam

https://t.co/XUxwWEjXTk"
722,2022-12-02 02:42:28+00:00,DeepakrajDRP,#DigitalRupee #UPI #RBI https://t.co/sqrter0wWH
723,2022-12-02 02:38:19+00:00,RazITExecutive,"@RBI @DFS_India @GoI_MeitY @nsitharaman @nstomar @Rajeev_GoI ,
Pls Implement these #DigitalRupee eR, Txns 4all Welfare Schemes (Frmrs loans, drought Cr, SHG ,studnt, ..) 2remove #Corruption, manual Reconcln, audits,..
As No Paper Currency movemnt, Txns, #Tech duty is simple;"
724,2022-12-02 02:38:13+00:00,knowledge_panel,"https://t.co/713Co96Jdp
जानिए क्या है डिजिटल करेंसी और कैसे करे उपयोग
#DigitalRupee"
725,2022-12-02 02:38:03+00:00,Cryptosaround,India’s #CBDC e₹ (Digital Rupee) is finally here 🔥 https://t.co/lWT8wIwd6K
726,2022-12-02 02:30:15+00:00,gfeworldwide,"अपना ""Digital Rupee"" Cross Border PAYMENTS में एक Revolution लाएगा! - PM Narendra Modi

Kindly LIKE this Post &amp; Follow Our Account to get Regular Updates on BUSINESS World.

#digitalrupee #india #digital #currency #exim #international #business #payments by #impexperts #GFEgroup https://t.co/duymxPsxAb"
727,2022-12-02 02:26:21+00:00,BellamSwathi,"#DigitalRupee launched by RBI in India 
This will be the biggest fintech event of the world and will be bigger than UPI which revolutionised online payment in india and made us no 1 in digital payments in the world https://t.co/aLblMjcsn0"
728,2022-12-02 02:20:20+00:00,Mohit00190313,India’s #CBDC e₹ (Digital Rupee) is finally here 🔥 https://t.co/pHpDgGsx6Y
729,2022-12-02 02:09:20+00:00,DushyantNaagar,"मोदी सरकार की नोटबंदी के बाद डिजिटल करेंसी आर्थिक तबाही का एक और इतिहास रच सकती है।

देश के सिर्फ़ 1% मुद्रा प्रसार पर असर डालने वाली डिजिटल करेंसी को लागू करने की हड़बड़ी कालेधन के बेहिसाब हस्तांतरण की वज़ह बनेगी।
#DigitalRupee"
730,2022-12-02 02:06:34+00:00,ramen_mukherjee,#digitalrupee https://t.co/PHd39NNikl
731,2022-12-02 01:55:30+00:00,bamitav,"#RBI comes out with #DigitalRupee: Is it like #Bitcoin, and should you invest in it?

https://t.co/LWkz9nne5v

#India #Indian #Currency #Crypto #Digital #digitalpayments #BTC #Ethereum #cryptocurrency #python #100x #Python #javascript #NFT #NFTGiveaways #twitme"
732,2022-12-02 01:51:20+00:00,Pkumar29521838,"#DigitalRupee
वैसे मैं ज्यादा जानकार तो नहीं हूं,पर इतना जानता हूं की जमाखोरी,भ्रष्टाचार और अपराध रोकने के लिए की गई आपकी नोटबंदी असफल रही है।
 उसी तरह #डिजिटल_रुपया भी चड्डी बनियान खरीदने के ही काम आयेगा।
सैकड़ों करोड़ चोरों के पास जाते थे वो जाते रहेंगे।
बाकी,
#जय_श्रीराम‌‌ 🙏 https://t.co/lMaDlsNnan"
733,2022-12-02 01:26:03+00:00,ReddyDataMining,"#CBDC #RBI #DigitalRupee #eRUPI #e #₹ #banks #india #digitalindia 

@RBI @FinMinIndia @nsitharamanoffc @nsitharaman @DasShaktikanta @FinancialXpress @livemint https://t.co/4uJrb42K0G"
734,2022-12-02 01:25:26+00:00,smnayak,"I use these points on the #DigitalRupee  #CBDC in a concurrent debate on #DPDP Digital Personal Data Protection Bill 2022. 
 https://t.co/lA9ZB9q6Vt"
735,2022-12-02 01:16:17+00:00,RakaNationalist,#DigitalRupee #DigitalTransFormation #Digital https://t.co/XBxXEhw80I
736,2022-12-02 01:05:11+00:00,MANISHK83783468,"RBI rolls out its pilot programme on India's first digital currency #CBDC #cbdcDebat #DigitalRupee #Digital #Rupee #UPI 
This will be like UPI but not UPI and effective for financial transaction. 

What you view on new #Currency #RBItoday #india #banknifty #bank https://t.co/WIJEjj3l0l"
737,2022-12-02 00:51:44+00:00,AnkitGu92224771,#DigitalRupee https://t.co/FfHwE2sMKA
738,2022-12-02 00:51:01+00:00,hs_datageek,"E-rupey will again change the way financial institutes work .Earlier we have seen this reform with the launch of UPI system .Great step by Indian government .
What are others opinion ?
#CBDC #DigitalRupee 
#DigitalIndia 
#NarendraModi #Crypto
#Bitcoin #NOCBDC 
#SBI #finance"
739,2022-12-02 00:34:57+00:00,thenewsfactsnow,"India: RBI announces the launch of the first pilot for retail #DigitalRupee (e₹-R) on December 1. The e₹-R would be in the form of a digital token that represents legal tender. It would be issued in the same denominations that paper currency, coins are currently issued. https://t.co/1VePxFSlvb"
740,2022-12-02 00:30:48+00:00,graphcomnsk,"#DigitalRupee 

I am not impressed by government initiative. 

Why one should convert his bank balance to digital rupee ?

I expect cash at home (which is not part of my income) received as gift or donation to convert in secured digital form. 

@PMOIndia @HMOIndia @nsitharaman"
741,2022-12-02 00:29:57+00:00,iketan86,"Limited #Shopping Deals #Amazon #India 

#DigitalRupee #JioTrue5G #jio5g

https://t.co/oCBZhIAjKn"
742,2022-12-02 00:02:11+00:00,NewsInTweetsIn,"Financial Express: #DigitalRupee for India is coming today but not everyone can use it right away, here’s why

https://t.co/8at1HH6xs0

#NewsInTweets #NewsInTweetsIn #BreakingNews #BreakingNewsIndia #NewsInTweetsIndia #FinancialXpress"
743,2022-12-02 00:00:00+00:00,FinancialXpress,"#DigitalRupee for India is coming today but not everyone can use it right away, here’s why

https://t.co/DLSyPHRYtW"
744,2022-12-01 23:50:23+00:00,ranjeetians1st,"भारत का अपना डिजिटल रुपया, क्लिक कर एक बात जानिए
https://t.co/eO5jltojIE

#RBI #RBINews #CBDC #DigitalRupee #DigitalRupeeIndia #Ranjeetians #RBIIndia #DigitalIndia #IndianCurrency #DigitalCurrency #IndianDigitalCurrency #DigitalPayment #RanjeetiansWorld #RanjeetonSocialMedia!"
745,2022-12-01 23:50:22+00:00,ranjeetians1st,"कागज वाले कैश, खाता के पैसे, UPI में ट्रांजेक्शन वाले पैसे, सब से अलग है - भारत का नया डिजिटल रुपया

मतलब कि 

आपके पॉकेट के पैसे = आपके डिजिटल पैसे या फिर डिजिटल टोकन या कूपन ~ अब इस डिजिटल रुपया को किसी को पेमेंट कीजिए = अपने पॉकेट से निकालकर किसी को पेमेंट कीजिए

#DigitalRupee https://t.co/gGO08unwiX"
746,2022-12-01 23:38:47+00:00,etphor,"@StephanTLavavej india oriznl number system #8fingermaths
#DigitalRupee 
8aane + 8aane = 10 (solh) aane = 1 rupya 
british #5fingermaths is decimal
5+5 = 10 ( not friendly vith binary)

https://t.co/NJqeCPyWjt"
747,2022-12-01 23:24:33+00:00,JourneyTrade,"RBI #digitalrupee launch: Is it like #cryptocurrency, where and how will it work? - The Hans India: RBI #digitalrupee launch: Is it like #cryptocurrency, where and how will it work?  The Hans India https://t.co/tr5hoEDwQi https://t.co/SxQRhDBCR0"
748,2022-12-01 22:23:06+00:00,reachoutSKK,#RBI #RBItoday #DigitalRupee #DigitalCurrency #PMOIndia
749,2022-12-01 21:50:29+00:00,sumitsonii,"#DigitalRupee #DigitalIndia #DigitalCurrency

Thank you @narendramodi

#e₹
https://t.co/Pf3eqau5TI"
750,2022-12-01 21:30:00+00:00,Divya_Bhaskar,"ડિજિટલ રૂપીનો ફાયદો : કેશલેસ પેમેન્ટને પ્રોત્સાહન આપવા RBIના ડિજિટલ રૂપી, તેમાં અન્ય ડિજિટલ પેમેન્ટની સરખામણીમાં ઓળખ વધુ ગુપ્ત રહેશે - https://t.co/GQCC6HQ5r1
Download Divya Bhaskar App : https://t.co/oNZgPvNeh8
#Rupee | #DigitalRupee | #RBI | #DigitalPayments https://t.co/3wbLtZHXGN"
751,2022-12-01 20:57:08+00:00,fuegodomains,"India 🇮🇳 Trials Digital Rupee CBDC Today 12.1.22 ✅

https://t.co/E88cBcUBgu
https://t.co/9lFvsTFxQp

🔥🤌🔥

#Crypto #Lawyers #Domains https://t.co/FNUJx3maXa"
752,2022-12-01 20:38:25+00:00,MrPrinceSahani,Reserve Bank of India Rolls Out Pilot Phase ahead of Digital Rupee Launch #crypto https://t.co/JCsEtUgIhk
753,2022-12-01 20:24:02+00:00,itura_16,"Continuation..
- It has more authenticity and so reduction of black money 
- Digital currency is the first step for digital economy 
- Real time settlements without RBI intervention and so checkmate to frauds

This benefits to exporters and importers #CDBC #DigitalRupee"
754,2022-12-01 20:03:52+00:00,nickonieee,"#CBDC is live in India

our real digital e-rupee, Let's how it goes.

#DigitalRupee #Crypto #AatmaNirbharBharat https://t.co/mU3JPOCMDv"
755,2022-12-01 19:54:13+00:00,Sufiyanmalikrs,"RBI launches the pilot for retail Digital Rupee (e₹-R) today. 
#DigitalRupee https://t.co/fq3s3M0iSm"
756,2022-12-01 19:34:25+00:00,IAmPalomiShah,"A step ahead in digitalization!

#ERupee #DigitalRupee #Economy #India #DigitalCurrency #IndianEconomy https://t.co/oU7Tem4M79"
757,2022-12-01 19:02:05+00:00,richardturrin,"#India’s #CentralBank to Launch Retail Pilot of #DigitalRupee #CBDC

#RBI's digital mastery and vision put #Fed to shame. 

#fintech #crypto #bitcoin #blockchain #finserv

@psb_dc @BetaMoroney
@efipm @BrettKing
@spirosmargaris
@mikeflache
@jimmarous https://t.co/dycWHsOjFq"
758,2022-12-01 19:01:23+00:00,ParthVo71126715,"@RBI @DasShaktikanta @nsitharaman @nsitharaman worst decision for launching #DigitalRupee #Pilot where cyber bullying, cyber fraud... Govt doesn't have cyber infrastructure to stop cyber attacks &amp; fraud... Wasting resources &amp; taxes 
 #cybersecurity #insurgency #cyberpandemic"
759,2022-12-01 19:01:13+00:00,agrilearner,"PM Kisan 13th Installment Date  #pmkisan

https://t.co/vnP0spVjQE

 #PriyankaChopra

 #Modi

 #DigitalRupee"
760,2022-12-01 18:39:18+00:00,anotherdeep,"@BahlKanan Provided there is no restriction or limit on the amount of e₹ one can hold or transact in (unlike on physical rupee).
If there are similar restrictions or limits, then even #DigitalRupee'd need to be transacted through banks for high value transactions. My limited understanding."
761,2022-12-01 18:37:28+00:00,ashu_ishere,India’s digital currency e₹ (Digital Rupee) is finally here 🔥 #CBDC https://t.co/6mhrmZd8BW
762,2022-12-01 18:29:31+00:00,SkyTreasure,"1. Digital rupee is the latest form of digital currency that has been introduced in India. It is a form of virtual currency and can be used to transfer funds, make payments, and perform other financial transactions. 

 #DigitalRupee"
763,2022-12-01 18:22:28+00:00,lichingngamba,"hey, i am just curious how to use cdbc (digital rupee) where can i buy it. has a wallet app been launched to hold it.
#DigitalRupee #CDBC"
764,2022-12-01 18:18:33+00:00,RajkumarKhatod,"New feature #crypto #DigitalRupee; RBi has started pilot project of CBDC to replace cash circulation. Though it's report says ""India has a unique case where the cash in the economy has shot up despite rapid digitisation in the payments space."" https://t.co/yJbzWzVNCQ"
765,2022-12-01 18:15:22+00:00,rajendra_keelka,#DigitalRupee https://t.co/BLqHo3LdMb
766,2022-12-01 18:12:37+00:00,buytherightcoin,"📺In this video, we will try to understand what #CBDC  is?
🚨Is it a Threat to #Crypto in India?

Watch here: https://t.co/a7XFiwzAut

#DigitalRupee #DigitalCurrency #cryptoindia #indiacrypto #Cryptocurency #cryptomarket #CryptoInvestor #Bitcoin"
767,2022-12-01 18:11:39+00:00,Ankur280986,"Adani Total Gas

#adanigas #niftyoption #nifty50 #banknifty #bankruptcy #Banking #trading #tradingpsychology #TradingView #Trader #StockMarket #stocks #Cryptocurency #Crypto #Cryptocom #NFTs #altcoin #Bitcoin #Etherium #optiontrading #sebi #forextrading #NIFTYIT #DigitalRupee https://t.co/tP5yYZyIYL"
768,2022-12-01 18:10:06+00:00,Rahul_saffron,"#DigitalIndia has been a splendid success. Hear what the German Ambassador Dr. Philipp Ackermann says about India.
@PChidambaram_IN

Hope #DigitalRupee launched today takes us to the next level. https://t.co/Rjx28DGzl0"
769,2022-12-01 18:09:15+00:00,happinessbharat,"Four banks will be involved in the controlled launch of the #Digital #Currency in four cities: #State Bank of India, #ICICI Bank, #YesBank &amp;  #IDFCFirstBank 

#DigitalRupee #erupee #DigitalTransFormation"
770,2022-12-01 18:03:50+00:00,SidHase,"Digital Rupee is here.
#CBDC
#e₹ https://t.co/jKGZSGlTRb"
771,2022-12-01 18:00:24+00:00,DailyFatafat,"RBI Announces Launch of Retail Digital Indian Rupee .

#DigitalRupee
#1Dec
#RetailDigitalRupee
#RBI
#PilotBasis
#IndianDigitalRupee https://t.co/pduTFyzz9k"
772,2022-12-01 17:59:05+00:00,ZeeNews,"#DNA: आपके बटुए से जुड़ी काम की खबर, बिना बैंक, बिना कैश, बिना नेट लेन-देन !

#DigitalRupee #DigitalCurrency @irohitr https://t.co/fhLiJqVIlp"
773,2022-12-01 17:56:50+00:00,adhiramz4,"🔹 participating banks include SBI, ICICI, YES Bank, and IDFC first Bank
🔹 users will be able to transact with e₹ through a digital wallet similar to UPI.
🔹 it will be in the form digital token and in same denomination as paper currency.

#DigitalRupee #dollar #cbdc #erupee https://t.co/tN0U18mufm"
774,2022-12-01 17:52:18+00:00,myself_vrinda,"चला आली एकदाची आपल्या देशाची ही डिजिटल करन्सी‌.थोड्याच दिवसात ती आपल्या मोबाईल वॉलेट मध्ये ही येईलच.
#DigitalRupee"
775,2022-12-01 17:51:31+00:00,rangats,In a hurry I read #DigitalRupee as Digital Rape . May be soon my laards will introduce this and men may be punished . Sounds wierd. But anything is possible under present judicial Shariah Court
776,2022-12-01 17:51:08+00:00,KiranKS,"#DigitalIndia has been a splendid success. Hear what the German Ambassador @AmbAckermann says about India.

Hope #DigitalRupee launched today takes us to the next level. https://t.co/GP1Lo7ncez"
777,2022-12-01 17:47:40+00:00,Teena_Kaushal,Digital rupee is like your physical currency but instead of wallet it will be in your mobile in electronic form and because of blockchain as an underlying technology it is expected to be speedy and cost effective mode of digital payment. #cbdc #DigitalRupee https://t.co/13HGK2WfRl
778,2022-12-01 17:43:04+00:00,FforFree_,"Binance #Christmas Contest – Check In Daily Win  $15,00,000 BUSD #Worldwide

https://t.co/yxXnymqTxD CLICK Earn
#contestalert #giveaway #free #freesamples #giveawayalert #GiveawayIndia #binance #crypto #DigitalRupee
#1 #Contest, #Deals and #Freebies website #fforfree #1000x https://t.co/Ue5p5OHVKp"
779,2022-12-01 17:42:09+00:00,mukeshxl,"Digital Rupee will be like a revolution in Payments and settlement systems after UPI.

The role of Banks for rupee management will be less important in few years. Government payments also will be done in digital currency.

#DigitalRupee https://t.co/lOCaCg9OhF"
780,2022-12-01 17:40:02+00:00,Boldrin71,"Reserve Bank of India now has its own digital currency [CBDC] - Digital Rupee 

Any opinion on India’s CBDC? 

#Blockchain #DigitalRupee #blockchaintechnology #CBDC https://t.co/p2Ni7TFRJJ"
781,2022-12-01 17:39:05+00:00,pillai6,India’s #CBDC e₹ (Digital Rupee) is finally here 🔥 #Indian #Rupee https://t.co/RDzFHCubet
782,2022-12-01 17:37:37+00:00,amitjeevan1,"#Rupee 
#DigitalRupee https://t.co/8rduC8USxw"
783,2022-12-01 17:31:31+00:00,TAXATIONANDINV1,"THURSDAY  TWILIGHT 

#reservebankofindia #digitalindia #DigitalRupee #banks #november #yesbank #icicibank #statebankofindia #idfc #unemployment https://t.co/pw5hlE2SYs"
784,2022-12-01 17:30:10+00:00,SanilShah2,"Great thread on India's newly launched Digital Rupee (e₹).

#CBDC https://t.co/BBfYAHldvE"
